Id,Label,description,publishedAt,viewCount,subscriberCount,hiddenSubscriberCount,videoCount
UCb9h8EpBlGHv9Z896fu4yeQ,マナブ,"こんにちは、マナブといいます。

ブログ・アフィリエイト・プログラミングを愛しています。

過去の経歴は、「新卒でセブ島に就職→11ヶ月で退職→フリーランス→起業→起業失敗→バンコク在住のフリーランス」といった感じで、平和に生きてきました。

普段は、ブログで月500万円くらいを稼ぎつつ、基本的には家にひきこもって生きています。Youtubeでは「ブログ・アフィリエイト・プログラミング」に関する情報を発信します。

-----------------------------------------------------------------------
SNS
-----------------------------------------------------------------------

【BLOG】
https://manablog.org/


【Twitter】
https://twitter.com/manabubannai


【インスタ】
https://www.instagram.com/manabubannai/


-----------------------------------------------------------------------
販売している商品
-----------------------------------------------------------------------

■ブログ型アフィリエイトの完全講義
https://manablog.org/blog-life-start/


■ Manablog Copy｜SEOと読みやすさを追求したテーマ
https://manablog.org/manablog-wordpress/


■プログラミング独立の完全ロードマップ
・無料版：https://manablog.org/code-life-start/
・有料版：https://manablog.org/code-life-open/


■YouTubeで稼ぐための完全ロードマップ
・無料版：https://manablog.org/youtube-life-start/
・有料版：https://manablog.org/youtube-life-open/",2011-10-06T06:28:48Z,58537383,495000,False,585
UCK2IAbTZ21116-Har3RXjwQ,NCC新潟コンピュータ専門学校,"新潟県新潟市にあるNCC 新潟コンピュータ専門学校です！
今年で創立３２周年！

初心者でも安心の授業で、
 AI、セキュリティ、VR、ゲーム、CG、Web、デジタルアニメ業界で必要な高い技術と知識を備えた人材を輩出しています。
専門職就職と資格取得に強い専門学校です。

・在校生のアプリ、ゲーム、CG作品
・学校イベント
など、ここでしか見られないNCCの日常をどんどん公開していきます＼(^o^)／

Copyright (C) Niigata Computer College. All Rights Reserved.",2007-04-21T03:17:11Z,1415645,0,True,3230
UCSRGN4gBQzKFurDZ0rqEoyg,アキユキ / Webデザイナー戦略室,"Webの勉強をこれから始める方、
すでにWebの仕事をやっているけどまだ経験が１〜２年でもっと勉強を積みたい方、

ざっくりそんな方々に向けて、
Web技術の基本的なことやWordPressを使った開発などについて
わかりやすく説明するチャンネルです。

たまに技術系以外、業界のことや僕の考えなんかも配信予定です。

フリーランスになりたい(´ε｀ )
という方にも是非見ていただき参考にしていただきたいです。


＝＝＝　SNS

■ Twitter：https://twitter.com/life_toshindai
■ ブログ：https://life-toshindai.com/


＝＝＝　プロフィール

福岡県生まれで高校まで地元にいました。

試験中に鉛筆を机の上に置くと試験中にも関わらず殴られる高校に3年間通いました。
宿題が難しくてわからない問題をできないまま学校に行くとひどいことになりました。
テストで点をとれなかったときにもひどいことになりました。
そんなディズニーみたいな高校生活が今となっては輝かしいです。

大学で茨城に。
茨城どこよ...当時は場所すら知らず（九州人なので許して下さい）。
横浜に憧れていたのですが、センター試験失敗しすぎて大学選べませんでした。

もう受かればどこでもいい精神で大学受験に望むも、
滑り止めの私立は全不合格（滑り止めになってない）、
国公立は前期も中期も落ちて、、後期でなんとか合格しましたｗ

ちなみにまさかの前期も後期も同じ大学受けました。
ホントに大学選んでるところじゃなかったんです。

僕がWebに関わるのはもっと全然後の話で、
会社員時代は自動車メーカー系の企業で車の企画の仕事をしていたので、Webはフリーランスになってから始めました。

この話は長いのでどこかで動画にしたいです。

とりあえず現場もやりながら、YouTubeもやっていきます。
目標は単純で、とにかく継続(´ε｀ )",2019-09-21T02:28:00Z,280285,6580,False,162
UC_HLK-ksslL-Z_2wiIZDlMg,KENTA / 雑食系エンジニアTV,Web系エンジニアになりたい方たち向けの情報や、Web系エンジニアのキャリア戦略等を発信しています。,2018-01-19T08:27:54Z,5533763,55100,False,233
UCPlreGCqby4Qg9Vuem5scpw,バイリンガール英会話 | Bilingirl Chika,"メッセージ用フォームは下部のリンクからアクセスできます！

=============================

初めまして！バイリンガールのちかです♪
小学校1年生の時、父親の仕事の関係で渡米し、
大学を卒業するまでの16年間をシアトルで過ごしました。

2007年に日本に帰国し、大手コンサルティング会社に入社。
グローバルなビジネス環境にも関わらず、英語に苦手意識を抱いている日本人が多いことに気付き、
2011年に自分に何かできないかとYouTubeで英会話チャンネルを開始。

部屋からパジャマ姿でレッスンをしたり、
旅行先でビデオブログを作ったり、
衣装を着て踊ったり（最近は、苦手な歌にも挑戦w）！
友達感覚で気軽に英語に触れていただける動画を心がけています☆ 

日本を英語で発信する『ジャパナゴス』というチャンネルも是非チェックしてみてください♪ 
初詣、節分、ひな祭り等、日本人に馴染みのあるテーマを英語で説明しているため、
上級者の方にリスニングコンテンツとしてご活用頂いております。

お仕事のお問い合わせはこちら↓
吉田正樹事務所
info@yoshidamasaki.com
http://www.yoshidamasaki.com/member/post1169/",2009-12-31T01:14:10Z,404357354,1520000,False,920
UCofDVUhF9o5ztMdlLRyPw4g,ひぐま流IT道場【プログラミング・システム開発・SIer】,"◆ブログもやってます(ひぐま流IT道場)
https://higuma08.com/

IT関連の教育動画を作成しています。よろしければ各動画をご覧ください。
再生リストとして各シリーズをまとめていますので、そちらからご確認いただくのが良いかと思います。

各講義の内容は電子書籍化しています。
https://amzn.to/36mD5J4

【お仕事】
以下「ビジネス関係のお問い合わせ」よりお願いします。
チェックボックスにチェック後、「送信」を押すとメールアドレスが表示されます。

【自己紹介】
　大手SIerでシステムエンジニアを5年弱経験。要件定義～本番稼働、保守まで幅広く経験。
　システム開発の中で学んだExcelやプログラミング(ExcelマクロやSQL、Javaなど)の知識や
　SIer時代に学んだシステム開発のノウハウ、コツなどを動画で解説中。
　最近は本当にITエンジニアが不足しているので、興味ある人に無料で勉強してもらえるように日々動画作成しています。
　お見逃しの無いようにチャンネル登録をしていただけると幸いです。

　Twitterやっています。よろしければフォローお願いします。
　https://twitter.com/higuma_it_educ

　Androidアプリを公開しています。よろしければインストールお願いします。
　◆ダブルス乱数表
　https://play.google.com/store/apps/details?id=pcb.tennispartner
　
　◆メモ帳アプリ
　https://play.google.com/store/apps/details?id=pcb.speedMemo

【タグ】
SIer,SE,キャリア,仕事論,仕事術,ノウハウ,あるある,Tips,SIer,仕事内容,システム開発,情シス,転職

【メモ】
このチャンネルはAmazon.co.jpを宣伝しリンクすることによってサイトが紹介料を獲得できる手段を提供することを目的に設定されたアフィリエイトプログラムである、Amazonアソシエイト・プログラムの参加者です。

",2019-09-22T02:09:39Z,71480,0,True,131
UCJE6UuPVxxZXF-H2SWZUc0A,モンブランプログラミング,モンブランのプログラミング！　　scratch,2017-08-01T09:14:11Z,67,5,False,2
UCFo4kqllbcQ4nV83WCyraiw,中田敦彦のYouTube大学 - NAKATA UNIVERSITY,中田敦彦が「教育系YouTuber」として、学べる動画を毎週４本更新（火・水・土・日）。もっと学びたい人はウェブコミュニティ「PROGRESS」へ。入会はコチラ https://www.nakataatsuhiko.com/fanclub-salon,2018-02-06T10:34:49Z,564321682,3350000,False,531
UCzSU4Vjk2VBJFHPvB5SJxHA,Historia Mundi,"世界史授業動画「世界史２０話プロジェクト」日本史授業動画「日本史ストーリーノート」
を中心に歴史を楽しむ動画を公開中です！",2013-05-28T13:19:46Z,20117415,98600,False,659
UCg4nOl7_gtStrLwF0_xoV0A,SeikinTV,"【SEIKIN（セイキン）プロフィール】
動画クリエイター / シンガーソングライター
ジャンルにとらわれない幅広い内容の動画を数多く配信している動画クリエイター。
また、実の兄弟音楽ユニット「HIKAKIN & SEIKIN」のヴォーカル兼、作詞作曲を自ら手掛けている。",2012-01-29T16:53:15Z,3487966849,3920000,False,1757
UCEj6hquMBUiQGunwIO1zVZA,天才プログラマーKBOY,"このチャンネルは、プログラミングの楽しさを伝えるのがテーマ。
まだプログラミングは勉強していない中高生を意識して動画を作っています！

■KBOYの経歴
iOS等ネイティブアプリのエンジニア歴５年。早稲田大学創造理工学部を卒業後、アプリ開発ディレクターを経験し、その後プログラマーに転向。報道系ベンチャーでニュースアプリのiOSアプリ開発を経験。その後ARベンチャーでリードエンジニアとして活躍。大人気アプリ「ペチャバト」をリリース。個人の発信力を高めたいと考え2019年2月に独立しフリーランスエンジニアとなる。

■KBOYの実績
・Githubで公開したARKitのサンプルコード集ARKit-EmperorはSwiftのトレンドで1位を獲得、UdemyではARKitの動画講座を配信。
・ARスタートアップ時代に作ったペチャバトは無料アプリランキング最高２位、別アプリはアメリカのAppStoreでも特集で取り上げられた。
・今まで作ったアプリは会社個人含めると１５個くらい

■お仕事を頼みたい方へ
YouTubeをやりながらプログラマーをやっているというポジションが生きる仕事を優先的にやっていきたいと思っています。ご連絡はTwitterのDMでお願いします。

■備考
天才プログラマーKBOYは、Amazon.co.jpを宣伝しリンクすることによってサイトが紹介料を獲得できる手段を提供することを目的に設定されたアフィリエイトプログラムである、Amazonアソシエイト・プログラムの参加者です。",2019-01-06T10:24:47Z,504370,13200,False,29
UCOznO6ysTr3PD9nVkHBmGOA,Programastar.com/プログラマスター,"こんにちは～！エンジニアの卵の女子高生YouTuber、七海有里佳です(ㆁᴗㆁ✿)

東京の、イチジョっていう中高一貫女子校で、プログラミングを教える活動をしています。
エンジニアの卵らしく、クリエイター目線で、のんびりゆるりといろんなことに挑戦していきたいです！٩( 'ω' )و 
みなさん、よろしくおねがいします(๑˃̵ᴗ˂̵)و

【七海有里佳Twitter】
https://twitter.com/NanamiYurika_ch

【公式WEBサイト】
https://programastar.com",2017-12-31T05:56:07Z,223366,4200,False,108
UCphTq6mefx_15CjD35qgXgA,たにぐち まことのともすたチャンネル,学ぶ。をちゃんとをコーポレートテーマに、プログラミングを学びたい人を応援しています。YouTube動画の他、Udemyでの動画教材販売、書籍等の執筆や販売を行っています。,2012-03-22T14:30:08Z,2024480,31100,False,303
UCnYhId11CzSebSZERjK55KA,MT5プログラミング,,2011-10-23T07:14:29Z,517602,541,False,14
UCqmWJJolqAgjIdLqK3zD1QQ,予備校のノリで学ぶ「大学の数学・物理」,"予備校のノリで学ぶ「大学の数学・物理」のチャンネルでは
①大学講座：大学レベルの理系科目
② 高校講座：受験レベルの理系科目
の授業動画をアップしており、他にも理系の高校生・大学生に向けた情報提供を行っています

【お仕事のご依頼】はHPのContactからお願いします

【コラボのご依頼】はHPのContactからお願いします

【講義リクエスト】は任意の動画のコメント欄にて！

【チャンネル登録】はこちらから(今後も楽しく授業を受けよう！) https://www.youtube.com/channel/UCqmW...

【公式HP】はこちらから(探している講義が見つけやすい！) http://yobinori.jp/ 

【Twitter】はこちらから(精力的に活動中！！) http://twitter.com/Yobinori

【Instagram】はこちらから(たくみの日常が見れます(?)) https://www.instagram.com/yobinori",2017-07-02T07:56:19Z,89825192,595000,False,589
UCGsDW8g1koXoTC0Gq7tN2tg,logic_lab,"Scratch（スクラッチ）をつかったゲームプログラミングの方法を中心に紹介しています。
ゆっくりに解説してもらうことが多いです。

こんなゲーム作りたい！とかありましたら気軽にコメント下さい。

ScratchはMIT Media LabのLifelong Kindergarten Groupによって開発されたものです。",2016-08-16T16:27:17Z,1074020,5000,False,75
UCk-AjDBOodw8P40f0y6EYeA,エクセル兄さん たてばやし淳,"エクセル業界随一の「さわやかボイス」が人気、ベネッセUdemyにてオンライン動画でExcelを教える新鋭の講師です。ダイヤモンドオンラインにて連載執筆など。

【オンライン動画のExcel教材を販売中】
・エクセル兄さんの関数マスター講座
・MOS試験対策講座（スペシャリスト・エキスパート）
・「Excelが自動化する！マクロVBAの魔法」シリーズ（超入門・脱入門）",2012-09-17T11:36:14Z,7001188,70500,False,323
UCH61VpwvpBYKT5BpGNbMUQw,【IT・プログラミングLab】伊沢 剛,"伊沢　剛（いざわ　たけし）です。
ICTやプログラミングに興味がある方を対象としたビデオを公開しています。

チャンネルの理念：楽しくわかりやすい動画の提供
ミッション
・プログラミング学習動画の配信
・ICT活用に関する動画の配信
・経営・ビジネスに関する動画の配信
・個人的に気になるトピック（グルメなど）を動画で配信
著書
・めんどうな作業が秒速で終わる！Excel x Python自動化の超基本 （宝島社）2020年　
講演会実績
2020/11/6
PTA教育講演会（東雲ブロック　広島県福山市）　テーマ：「親子で学べるインターネット」
メディア掲載
2020/10/27
ツクレル Python × AIで議事録作成プログラムを作ってみる
https://tkrel.com/12983

2020/10/13〜16
@DIME 短期集中連載
第1回 単純な事務作業の労力を10分の1以下に軽減する時短ツール「Excel×Python」活用術
https://dime.jp/genre/1003655/
第2回 事務作業の手間を10分の1以下に圧縮！プログラミングの専門知識がなくてもできるExcel×Pythonで最低限押さえたい3つのルール
https://dime.jp/genre/1003673/
第3回 何万回のコピペ作業がゼロに！Excel作業を自動化するPythonプログラムはこんなに便利だった
https://dime.jp/genre/1003679/
第4回 目からウロコ！Excelのスキルが劇的にアップする時短ツール「Python」活用術
https://dime.jp/genre/1012959/

2020/9/6
東洋経済オンライン 　事務作業を自動化する｢Excel×Python｣の威力
https://toyokeizai.net/articles/-/372913

雑誌掲載
DIME 2020年8月号
Youtubeで始める学び直し（51ページに掲載）

所有資格
・ITストラテジスト
・AWS 認定 ソリューションアーキテクト　アソシエイト
・応用情報技術者
・情報セキュリティアドミニストレータ
・MTA（ネットワーク、セキュリティ、データベース）
・電信級アマチュア無線技士　ほか",2007-04-26T13:27:51Z,4267335,29600,False,601
UCVPz_nauEJpqPxxvYiOpCHQ,カズチャンネル/Kazu Channel,私が日常体験する事を中心に動画をアップ。私の体験をみんなで共有できたらなーと思ってます。,2010-06-04T09:00:08Z,868361750,1830000,False,2368
UCLiQ--EXgzUV03q5jKQYWcw,o-228おにや,"ただひたすらに私が「面白い」と思ったことだけやります。楽しんで下さい。

いつもコメントくれる人を覚えるのが得意です！！

～経歴～
2017年4月24日　シャドウバースでプロゲーム実況者としてのキャリア形成を始める。チャンネル登録者０人。

2017年9月13日　公式放送シャドバスアカデミー出演！

2017年9月18日　RAGEグランドファイナル&シャドバフェス有名プレイヤー対戦会にて出演！

2017年12月20日　ドラゴンクエストライバルズ公式放送に出演！

2018年4月25日　チャンネル登録者10万人突破。

2018年5月　人狼ジャッジメント生放送で同時接続視聴者数、日本１位を取ることを決意。配信初日は800人弱しか集まらず終わる。

2018年5月GW　GW毎日人狼ジャッジメント生放送にて、GW最終日に同時視聴者数7000人を集め、人狼ジャッジメント生放送で日本１位を達成。

2018年10月8日、10月18日、11月4日、11月18日　荒野行動公式e-sports大会「荒杯high杯」にて公式解説MCを務める。

2018年11月3日　チャンネル登録者20万人突破。

2019年10月～現在　バカゲー、クソゲーに心惹かれる。

2019年12月31日　荒野行動の公認実況者を引退。

2020年1月12日　チャンネル登録者30万人突破。

2020年11月18日　チャンネル登録者40万人突破。

常に感謝を忘れずに。",2015-09-08T06:17:49Z,158176255,449000,False,806
UCKSSZYcoRHkrF6lkarKYZvg,イケハヤ大学,"知識を武器に、稼ぐ力を身に付けろ！
音声だけで理解できるビジネスパーソン向けの講座を提供しています。",2006-09-22T03:08:54Z,23029768,0,True,315
UCMmRHq3E_9Hc9noZeo3zDCw,クラウドデベロッパーちゃんねる,"クラウドを使って開発するITの開発者・デベロッパーの皆様へ様々な技術情報をお届けするチャンネルです。
本チャネルはマイクロソフトが運営しています。製品に関する最新情報は以下よりご確認ください。
製品に関する最新情報は以下よりご確認ください。
 
おすすめページ 
Microsoft Azure：https://azure.microsoft.com/ja-jp/
Microsoft Learn：https://docs.microsoft.com/ja-jp/learn/",2019-05-10T09:56:42Z,236132,8330,False,89
UCiGpg1Oq87W7rqINGj6KO5w,おひとり様プログラミング,"30代未経験からプログラミング学習にチャレンジ。
日々の学習記録はウェブサイトにて公開中。
記事の内容を補完するため、youtubeも活用。


",2015-09-07T16:55:56Z,35966,478,False,47
UChn5TjkeEqd-JxzizMVSkOw,ハヤトの野望,"知的でイカれたマッドゲーマー。
モラルやルールを置き去りにした常識外れのゲームプレイをしていきます。

ゲームの中でくらい自由にやりたいよね？

-------------------------------------------------------------------------------------------------------------------

各種連絡は、メールかTwitter宛てで宜しくお願いします。
2020年2月14日現在、UUUMという事務所に所属して活動しています。

ファンレター・プレゼント宛先
〒107-6228
東京都港区赤坂9-7-1
ミッドタウン・タワー 28階
UUUM株式会社
ハヤトの野望　宛",2016-06-23T23:22:17Z,147746035,422000,False,846
UCaG7jufgiw4p5mphPPVbqhw,サラタメさん【サラリーマンYouTuber】,"サラリーマンYouTuberのサラタメです🙋‍♂️

サラリーマンのあなたの、
タメになりそうなことをしゃべくり続けていきます。

▼サラタメさんチャンネルって、どんなチャンネル？
こちらのチャンネルは、オススメ書籍やニュースの解説など、ビジネスマンの方に役立つ知識を、聞くだけで理解できる音声コンテンツにして投稿しています。
（アニメーションも付けたりしてますが、音声だけでも理解できるように制作しています！）

通勤中・食事中・寝る前などスキマ時間にぜひご活用ください！

・著作権者(著者、訳者、出版社)のみなさま
当チャンネルでは書籍やニュースで得た知識を元に、動画を制作しております。
弁護士指導の下、書籍やニュースの内容解説をするにとどめ、原著作物の表現に対する複製・翻案とはならないよう構成し、まず何より著者の方々、出版・報道に携わる方々への感謝と敬意を込めたチャンネル運営を心懸けております。
しかしながら、もし行き届かない点があり、動画の取り下げなどご希望される著作権者の方は、お手数お掛けしまして恐れ入りますが、下記いずれかの方法にてご連絡いただけますと幸いです。
Twitter DM｜https://twitter.com/SALATAME_media
メール｜salatame3@gmail.com
↑Twitter DMの方が確認頻度が高く、早急にご対応できるかと思います。
 
引き続き、つくり手の方への感謝と敬意を込めてチャンネルを運営していきますので、今後とも宜しくお願い申し上げます。",2018-12-08T04:55:55Z,28243988,513000,False,85
UCXjTiSGclQLVVU83GVrRM4w,堀江貴文 ホリエモン,最近は時事ネタを撮って出しで詳しく解説したり、ブライベージェットとかのガジェットリポートとかすることが多いです。動画これまで沢山面白いの作ってるので是非見てください,2009-03-03T10:52:41Z,254089163,1170000,False,2820
UCokAkFtGlvZlY7tyPI4eQoQ,親子で学ぶプログラミング『スクラッチ授業』,"2020年度から小学校でプログラミング教育が始まります。
授業では主にスクラッチ(Scratch)というプログラミング言語が使われるでしょう。
スクラッチ プログラミングを勉強したい小学生・親御さん、
スクラッチプログラミング授業でお困りの先生もいらっしゃるかと思いますので、
小学生の先生向けにスクラッチの授業動画を挙げていきます。
色々な種類の作品をたくさん用意していきますので、ぜひチャンネル登録よろしくお願いします。
また、周りの方にも勧めてください。
日本のプログラミング教育・技術力の向上を願って。

スクラッチ (Scratch) を始めるなら こちら
(左上の地球マークで言語を変更できます)
https://scratch.mit.edu/projects/editor/

## 動画作成者の紹介
・北海道大学の情報科学研究科で修士号取得
・AI(人工知能)の研究者

小学生が「プログラミング的思考」を学べるような授業を目指します。",2019-10-13T00:26:17.0815Z,9071,83,False,83
UCg8q6vRYGoQ9TxZR5ARv3mA,Wondershare Filmora 動画編集,"【手軽に動画撮影ができる時代だからこそ、もっとこだわりたいあなたに】
欧米を中心に500万人のユーザーから愛用されているWondershare Filmoraは、初心者から中級者向けの動画編集ソフトです。直感的に操作できる操作画面、1000を超える独自デザインのモーションエレメントやモーションテキスト、オーバレイ、世界中で活躍しているミュージシャンの精選された音楽を取り揃えており、様々シーンで動画編集をお楽しみいただけます。
Filmora公式Youtubeチャンネルでは日本ではまだ新しいVloggerというコンセプトを応援するため、動画撮影や動画編集に関する情報に留まらず、Youtube初心者の方々に役立つコンテンツを配信していきます。

■Wondershareについて
2003年に設立されたWondershare(ワンダーシェアー)のソフトと製品は、世界150か国以上で使用されています。私たちは常にユーザーからインスピレーションを得ており、ユーザーのニーズに合わせてシンプルで使いやすいソフトを開発することに取り組んでいます。

■動画編集ソフトFilmoraについてはこちら ▷ https://filmora.wondershare.jp/
■公式Twitterはこちら ▷ https://twitter.com/FilmoraJP
■公式Instagramはこちら ▷ https://www.instagram.com/filmora_japan/
■公式facebookはこちら ▷ https://www.facebook.com/filmoraJP/",2016-07-26T03:18:41Z,21129276,59400,False,537
UCZf__ehlCEBPop-_sldpBUQ,HikakinTV,"HikakinTVはヒカキンが日常の面白いものを紹介するチャンネルです。
◆プロフィール◆
YouTubeにてHIKAKIN、HikakinTV、HikakinGames、HikakinBlogと
４つのチャンネルを運営し、動画の総アクセス数は100億回を突破、
チャンネル登録者数は計2000万人以上、YouTubeタレント事務所uuum株式会社ファウンダー兼最高顧問。",2011-07-19T11:31:43Z,7863537862,8820000,False,2823
UCcdcAVWQembHVlOhfq403FA,岡田哲郎,,2011-03-18T23:05:33Z,44943,49,False,8
UCNJ6EkpKiqjqpDtSEkCfbgg,プログラミングスクール,株式会社クラカズコミュニケーションズ。ロボットプログラミング＆ＰＣサポートの動画サイト,2014-07-22T10:04:55Z,871,4,False,249
UCmNxeRg-IQ14_MOzEzyy3tA,9cubed,初心者向けのプログラム講座、パソコン講座、どうでも良い独り言などを公開しています。,2014-01-30T00:17:59Z,1747164,15000,False,283
UC3-1iYGHfR43q_b974vUNYg,フェルミ研究所 FermiLab,"こちらは面白くてためになる漫画動画チャンネルです。

フェルミ研究所では協力してくださる「漫画家」を随時募集しております。
ツイッターかメールにてご連絡ください。
https://bosyu.me/b/RmAHBl2rJ7Q

※企業案件、取材、インタビューはお断りしております。",2016-03-04T12:01:39Z,1219522622,2150000,False,698
